; Derived from insns.dat, the table of instructions for the Netwide Assembler. See license

Basic Instructions
---------------------------------------------------------------------------------------------------------------
| Class      | Operands                | Code                        | Flags                      |
| VPSRAVD          | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f38.w0 46 /r]          | AVX2                 |
| VPSRLVD          | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f38.w0 45 /r]          | AVX2                 |
| VPSRLVQ          | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f38.w1 45 /r]          | AVX2                 |
| VPSRLVD          | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f38.w0 45 /r]          | AVX2                 |
| VPSRLVQ          | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f38.w1 45 /r]          | AVX2                 |
| VGATHERDPD       | xmmreg,xmem64,xmmreg           | [rmv: vm32x vex.dds.128.66.0f38.w1 92 /r]    | AVX2                 |
| VGATHERQPD       | xmmreg,xmem64,xmmreg           | [rmv: vm64x vex.dds.128.66.0f38.w1 93 /r]    | AVX2                 |
| VGATHERDPD       | ymmreg,xmem64,ymmreg           | [rmv: vm32x vex.dds.256.66.0f38.w1 92 /r]    | AVX2                 |
| VGATHERQPD       | ymmreg,ymem64,ymmreg           | [rmv: vm64y vex.dds.256.66.0f38.w1 93 /r]    | AVX2                 |
| VGATHERDPS       | xmmreg,xmem32,xmmreg           | [rmv: vm32x vex.dds.128.66.0f38.w0 92 /r]    | AVX2                 |
| VGATHERQPS       | xmmreg,xmem32,xmmreg           | [rmv: vm64x vex.dds.128.66.0f38.w0 93 /r]    | AVX2                 |
| VGATHERDPS       | ymmreg,ymem32,ymmreg           | [rmv: vm32y vex.dds.256.66.0f38.w0 92 /r]    | AVX2                 |
| VGATHERQPS       | xmmreg,ymem32,xmmreg           | [rmv: vm64y vex.dds.256.66.0f38.w0 93 /r]    | AVX2                 |
| VPGATHERDD       | xmmreg,xmem32,xmmreg           | [rmv: vm32x vex.dds.128.66.0f38.w0 90 /r]    | AVX2                 |
| VPGATHERQD       | xmmreg,xmem32,xmmreg           | [rmv: vm64x vex.dds.128.66.0f38.w0 91 /r]    | AVX2                 |
| VPGATHERDD       | ymmreg,ymem32,ymmreg           | [rmv: vm32y vex.dds.256.66.0f38.w0 90 /r]    | AVX2                 |
| VPGATHERQD       | xmmreg,ymem32,xmmreg           | [rmv: vm64y vex.dds.256.66.0f38.w0 91 /r]    | AVX2                 |
| VPGATHERDQ       | xmmreg,xmem64,xmmreg           | [rmv: vm32x vex.dds.128.66.0f38.w1 90 /r]    | AVX2                 |
| VPGATHERQQ       | xmmreg,xmem64,xmmreg           | [rmv: vm64x vex.dds.128.66.0f38.w1 91 /r]    | AVX2                 |
| VPGATHERDQ       | ymmreg,xmem64,ymmreg           | [rmv: vm32x vex.dds.256.66.0f38.w1 90 /r]    | AVX2                 |
| VPGATHERQQ       | ymmreg,ymem64,ymmreg           | [rmv: vm64y vex.dds.256.66.0f38.w1 91 /r]    | AVX2                 |
| XABORT           | imm                            | [i: c6 f8 ib]                                | FUTURE,RTM           |
| XABORT           | imm8                           | [i: c6 f8 ib]                                | FUTURE,RTM           |
| XBEGIN           | imm                            | [i: odf c7 f8 rel]                           | FUTURE,RTM           |
| XBEGIN           | imm^near                       | [i: odf c7 f8 rel]                           | FUTURE,RTM,ND        |
| XBEGIN           | imm16                          | [i: o16 c7 f8 rel]                           | FUTURE,RTM,NOLONG    |
| XBEGIN           | imm16^near                     | [i: o16 c7 f8 rel]                           | FUTURE,RTM,NOLONG,ND |
| XBEGIN           | imm32                          | [i: o32 c7 f8 rel]                           | FUTURE,RTM,NOLONG    |
| XBEGIN           | imm32^near                     | [i: o32 c7 f8 rel]                           | FUTURE,RTM,NOLONG,ND |
| XBEGIN           | imm64                          | [i: o64nw c7 f8 rel]                         | FUTURE,RTM,LONG      |
| XBEGIN           | imm64^near                     | [i: o64nw c7 f8 rel]                         | FUTURE,RTM,LONG,ND   |
| XEND             | void                           | [0f 01 d5]                                   | FUTURE,RTM           |
| XTEST            | void                           | [0f 01 d6]                                   | FUTURE,HLE,RTM       |
| ANDN             | reg32,reg32,rm32               | [rvm: vex.nds.lz.0f38.w0 f2 /r]              | FUTURE,BMI1          |
| ANDN             | reg64,reg64,rm64               | [rvm: vex.nds.lz.0f38.w1 f2 /r]              | LONG,FUTURE,BMI1     |
| BEXTR            | reg32,rm32,reg32               | [rmv: vex.nds.lz.0f38.w0 f7 /r]              | FUTURE,BMI1          |
| BEXTR            | reg64,rm64,reg64               | [rmv: vex.nds.lz.0f38.w1 f7 /r]              | LONG,FUTURE,BMI1     |
| BEXTR            | reg32,rm32,imm32               | [rmi: xop.m10.lz.w0 10 /r id]                | FUTURE,TBM           |
| BEXTR            | reg64,rm64,imm32               | [rmi: xop.m10.lz.w1 10 /r id]                | LONG,FUTURE,TBM      |
| BLCI             | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 02 /6]                 | FUTURE,TBM           |
| BLCI             | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 02 /6]                 | LONG,FUTURE,TBM      |
| BLCIC            | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /5]                 | FUTURE,TBM           |
| BLCIC            | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /5]                 | LONG,FUTURE,TBM      |
| BLSI             | reg32,rm32                     | [vm: vex.ndd.lz.0f38.w0 f3 /3]               | FUTURE,BMI1          |
| BLSI             | reg64,rm64                     | [vm: vex.ndd.lz.0f38.w1 f3 /3]               | LONG,FUTURE,BMI1     |
| BLSIC            | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /6]                 | FUTURE,TBM           |
| BLSIC            | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /6]                 | LONG,FUTURE,TBM      |
| BLCFILL          | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /1]                 | FUTURE,TBM           |
| BLCFILL          | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /1]                 | LONG,FUTURE,TBM      |
| BLSFILL          | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /2]                 | FUTURE,TBM           |
| BLSFILL          | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /2]                 | LONG,FUTURE,TBM      |
| BLCMSK           | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 02 /1]                 | FUTURE,TBM           |
| BLCMSK           | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 02 /1]                 | LONG,FUTURE,TBM      |
| BLSMSK           | reg32,rm32                     | [vm: vex.ndd.lz.0f38.w0 f3 /2]               | FUTURE,BMI1          |
| BLSMSK           | reg64,rm64                     | [vm: vex.ndd.lz.0f38.w1 f3 /2]               | LONG,FUTURE,BMI1     |
| BLSR             | reg32,rm32                     | [vm: vex.ndd.lz.0f38.w0 f3 /1]               | FUTURE,BMI1          |
| BLSR             | reg64,rm64                     | [vm: vex.ndd.lz.0f38.w1 f3 /1]               | LONG,FUTURE,BMI1     |
| BLCS             | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /3]                 | FUTURE,TBM           |
| BLCS             | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /3]                 | LONG,FUTURE,TBM      |
| BZHI             | reg32,rm32,reg32               | [rmv: vex.nds.lz.0f38.w0 f5 /r]              | FUTURE,BMI2          |
| BZHI             | reg64,rm64,reg64               | [rmv: vex.nds.lz.0f38.w1 f5 /r]              | LONG,FUTURE,BMI2     |
| MULX             | reg32,reg32,rm32               | [rvm: vex.ndd.lz.f2.0f38.w0 f6 /r]           | FUTURE,BMI2          |
| MULX             | reg64,reg64,rm64               | [rvm: vex.ndd.lz.f2.0f38.w1 f6 /r]           | LONG,FUTURE,BMI2     |
| PDEP             | reg32,reg32,rm32               | [rvm: vex.nds.lz.f2.0f38.w0 f5 /r]           | FUTURE,BMI2          |
| PDEP             | reg64,reg64,rm64               | [rvm: vex.nds.lz.f2.0f38.w1 f5 /r]           | LONG,FUTURE,BMI2     |
| PEXT             | reg32,reg32,rm32               | [rvm: vex.nds.lz.f3.0f38.w0 f5 /r]           | FUTURE,BMI2          |
| PEXT             | reg64,reg64,rm64               | [rvm: vex.nds.lz.f3.0f38.w1 f5 /r]           | LONG,FUTURE,BMI2     |
| RORX             | reg32,rm32,imm8                | [rmi: vex.lz.f2.0f3a.w0 f0 /r ib]            | FUTURE,BMI2          |
| RORX             | reg64,rm64,imm8                | [rmi: vex.lz.f2.0f3a.w1 f0 /r ib]            | LONG,FUTURE,BMI2     |
| SARX             | reg32,rm32,reg32               | [rmv: vex.nds.lz.f3.0f38.w0 f7 /r]           | FUTURE,BMI2          |
| SARX             | reg64,rm64,reg64               | [rmv: vex.nds.lz.f3.0f38.w1 f7 /r]           | LONG,FUTURE,BMI2     |
| SHLX             | reg32,rm32,reg32               | [rmv: vex.nds.lz.66.0f38.w0 f7 /r]           | FUTURE,BMI2          |
| SHLX             | reg64,rm64,reg64               | [rmv: vex.nds.lz.66.0f38.w1 f7 /r]           | LONG,FUTURE,BMI2     |
| SHRX             | reg32,rm32,reg32               | [rmv: vex.nds.lz.f2.0f38.w0 f7 /r]           | FUTURE,BMI2          |
| SHRX             | reg64,rm64,reg64               | [rmv: vex.nds.lz.f2.0f38.w1 f7 /r]           | LONG,FUTURE,BMI2     |
| TZCNT            | reg16,rm16                     | [rm: o16 f3i 0f bc /r]                       | FUTURE,BMI1          |
| TZCNT            | reg32,rm32                     | [rm: o32 f3i 0f bc /r]                       | FUTURE,BMI1          |
| TZCNT            | reg64,rm64                     | [rm: o64 f3i 0f bc /r]                       | LONG,FUTURE,BMI1     |
| TZMSK            | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /4]                 | FUTURE,TBM           |
| TZMSK            | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /4]                 | LONG,FUTURE,TBM      |
| T1MSKC           | reg32,rm32                     | [vm: xop.ndd.lz.m9.w0 01 /7]                 | FUTURE,TBM           |
| T1MSKC           | reg64,rm64                     | [vm: xop.ndd.lz.m9.w1 01 /7]                 | LONG,FUTURE,TBM      |
| PREFETCHWT1      | mem8                           | [m: 0f 0d /2 ]                               | PREFETCHWT1          |
| BNDMK            | bndreg,mem                     | [rm:      f3 0f 1b /r ]                      | MPX,MIB              |
| BNDCL            | bndreg,mem                     | [rm:      f3 0f 1a /r ]                      | MPX                  |
| BNDCL            | bndreg,reg32                   | [rm:      f3 0f 1a /r ]                      | MPX,NOLONG           |
| BNDCL            | bndreg,reg64                   | [rm:   o64nw f3 0f 1a /r ]                   | MPX,LONG             |
| BNDCU            | bndreg,mem                     | [rm:      f2 0f 1a /r ]                      | MPX                  |
| BNDCU            | bndreg,reg32                   | [rm:      f2 0f 1a /r ]                      | MPX,NOLONG           |
| BNDCU            | bndreg,reg64                   | [rm:   o64nw f2 0f 1a /r ]                   | MPX,LONG             |
| BNDCN            | bndreg,mem                     | [rm:      f2 0f 1b /r ]                      | MPX                  |
| BNDCN            | bndreg,reg32                   | [rm:      f2 0f 1b /r ]                      | MPX,NOLONG           |
| BNDCN            | bndreg,reg64                   | [rm:   o64nw f2 0f 1b /r ]                   | MPX,LONG             |
| BNDMOV           | bndreg,bndreg                  | [rm:      66 0f 1a /r ]                      | MPX                  |
| BNDMOV           | bndreg,mem                     | [rm:      66 0f 1a /r ]                      | MPX                  |
| BNDMOV           | bndreg,bndreg                  | [mr:      66 0f 1b /r ]                      | MPX                  |
| BNDMOV           | mem,bndreg                     | [mr:      66 0f 1b /r ]                      | MPX                  |
| BNDLDX           | bndreg,mem                     | [rm:         0f 1a /r ]                      | MPX,MIB              |
| BNDLDX           | bndreg,mem,reg32               | [rmx:        0f 1a /r ]                      | MPX,MIB,NOLONG       |
| BNDLDX           | bndreg,mem,reg64               | [rmx:        0f 1a /r ]                      | MPX,MIB,LONG         |
| BNDSTX           | mem,bndreg                     | [mr:         0f 1b /r ]                      | MPX,MIB              |
| BNDSTX           | mem,reg32,bndreg               | [mxr:        0f 1b /r ]                      | MPX,MIB,NOLONG       |
| BNDSTX           | mem,reg64,bndreg               | [mxr:        0f 1b /r ]                      | MPX,MIB,LONG         |
| BNDSTX           | mem,bndreg,reg32               | [mrx:        0f 1b /r ]                      | MPX,MIB,NOLONG       |
| BNDSTX           | mem,bndreg,reg64               | [mrx:        0f 1b /r ]                      | MPX,MIB,LONG         |
| SHA1MSG1         | xmmreg,xmmrm128                | [rm: 0f 38 c9 /r ]                           | SHA                  |
| SHA1MSG2         | xmmreg,xmmrm128                | [rm: 0f 38 ca /r ]                           | SHA                  |
| SHA1NEXTE        | xmmreg,xmmrm128                | [rm: 0f 38 c8 /r ]                           | SHA                  |
| SHA1RNDS4        | xmmreg,xmmrm128,imm8           | [rmi: 0f 3a cc /r ib ]                       | SHA                  |
| SHA256MSG1       | xmmreg,xmmrm128                | [rm: 0f 38 cc /r ]                           | SHA                  |
| SHA256MSG2       | xmmreg,xmmrm128                | [rm: 0f 38 cd /r ]                           | SHA                  |
| SHA256RNDS2      | xmmreg,xmmrm128,xmm0           | [rm-: 0f 38 cb /r ]                          | SHA                  |
| SHA256RNDS2      | xmmreg,xmmrm128                | [rm:  0f 38 cb /r ]                          | SHA                  |
| KADDB            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 4a /r ]            | FUTURE               |
| KADDD            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w1 4a /r ]            | FUTURE               |
| KADDQ            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 4a /r ]               | FUTURE               |
| KADDW            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 4a /r ]               | FUTURE               |
| KANDB            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 41 /r ]            | FUTURE               |
| KANDD            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w1 41 /r ]            | FUTURE               |
| KANDNB           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 42 /r ]            | FUTURE               |
| KANDND           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w1 42 /r ]            | FUTURE               |
| KANDNQ           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 42 /r ]               | FUTURE               |
| KANDNW           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 42 /r ]               | FUTURE               |
| KANDQ            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 41 /r ]               | FUTURE               |
| KANDW            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 41 /r ]               | FUTURE               |
| KMOVB            | kreg,krm8                      | [rm: vex.l0.66.0f.w0 90 /r ]                 | FUTURE               |
| KMOVB            | mem8,kreg                      | [mr: vex.l0.66.0f.w0 91 /r ]                 | FUTURE               |
| KMOVB            | kreg,reg32                     | [rm: vex.l0.66.0f.w0 92 /r ]                 | FUTURE               |
| KMOVB            | reg32,kreg                     | [rm: vex.l0.66.0f.w0 93 /r ]                 | FUTURE               |
| KMOVD            | kreg,krm32                     | [rm: vex.l0.66.0f.w1 90 /r ]                 | FUTURE               |
| KMOVD            | mem32,kreg                     | [mr: vex.l0.66.0f.w1 91 /r ]                 | FUTURE               |
| KMOVD            | kreg,reg32                     | [rm: vex.l0.f2.0f.w0 92 /r ]                 | FUTURE               |
| KMOVD            | reg32,kreg                     | [rm: vex.l0.f2.0f.w0 93 /r ]                 | FUTURE               |
| KMOVQ            | kreg,krm64                     | [rm: vex.l0.0f.w1 90 /r ]                    | FUTURE               |
| KMOVQ            | mem64,kreg                     | [mr: vex.l0.0f.w1 91 /r ]                    | FUTURE               |
| KMOVQ            | kreg,reg64                     | [rm: vex.l0.f2.0f.w1 92 /r ]                 | FUTURE               |
| KMOVQ            | reg64,kreg                     | [rm: vex.l0.f2.0f.w1 93 /r ]                 | FUTURE               |
| KMOVW            | kreg,krm16                     | [rm: vex.l0.0f.w0 90 /r ]                    | FUTURE               |
| KMOVW            | mem16,kreg                     | [mr: vex.l0.0f.w0 91 /r ]                    | FUTURE               |
| KMOVW            | kreg,reg32                     | [rm: vex.l0.0f.w0 92 /r ]                    | FUTURE               |
| KMOVW            | reg32,kreg                     | [rm: vex.l0.0f.w0 93 /r ]                    | FUTURE               |
| KNOTB            | kreg,kreg                      | [rm: vex.l0.66.0f.w0 44 /r ]                 | FUTURE               |
| KNOTD            | kreg,kreg                      | [rm: vex.l0.66.0f.w1 44 /r ]                 | FUTURE               |
| KNOTQ            | kreg,kreg                      | [rm: vex.l0.0f.w1 44 /r ]                    | FUTURE               |
| KNOTW            | kreg,kreg                      | [rm: vex.l0.0f.w0 44 /r ]                    | FUTURE               |
| KORB             | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 45 /r ]            | FUTURE               |
| KORD             | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w1 45 /r ]            | FUTURE               |
| KORQ             | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 45 /r ]               | FUTURE               |
| KORTESTB         | kreg,kreg                      | [rm: vex.l0.66.0f.w0 98 /r ]                 | FUTURE               |
| KORTESTD         | kreg,kreg                      | [rm: vex.l0.66.0f.w1 98 /r ]                 | FUTURE               |
| KORTESTQ         | kreg,kreg                      | [rm: vex.l0.0f.w1 98 /r ]                    | FUTURE               |
| KORTESTW         | kreg,kreg                      | [rm: vex.l0.0f.w0 98 /r ]                    | FUTURE               |
| KORW             | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 45 /r ]               | FUTURE               |
| KSHIFTLB         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w0 32 /r ib ]           | FUTURE               |
| KSHIFTLD         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w0 33 /r ib ]           | FUTURE               |
| KSHIFTLQ         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w1 33 /r ib ]           | FUTURE               |
| KSHIFTLW         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w1 32 /r ib ]           | FUTURE               |
| KSHIFTRB         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w0 30 /r ib ]           | FUTURE               |
| KSHIFTRD         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w0 31 /r ib ]           | FUTURE               |
| KSHIFTRQ         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w1 31 /r ib ]           | FUTURE               |
| KSHIFTRW         | kreg,kreg,imm8                 | [rmi: vex.l0.66.0f3a.w1 30 /r ib ]           | FUTURE               |
| KTESTB           | kreg,kreg                      | [rm: vex.l0.66.0f.w0 99 /r ]                 | FUTURE               |
| KTESTD           | kreg,kreg                      | [rm: vex.l0.66.0f.w1 99 /r ]                 | FUTURE               |
| KTESTQ           | kreg,kreg                      | [rm: vex.l0.0f.w1 99 /r ]                    | FUTURE               |
| KTESTW           | kreg,kreg                      | [rm: vex.l0.0f.w0 99 /r ]                    | FUTURE               |
| KUNPCKBW         | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 4b /r ]            | FUTURE               |
| KUNPCKDQ         | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 4b /r ]               | FUTURE               |
| KUNPCKWD         | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 4b /r ]               | FUTURE               |
| KXNORB           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 46 /r ]            | FUTURE               |
| KXNORD           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w1 46 /r ]            | FUTURE               |
| KXNORQ           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 46 /r ]               | FUTURE               |
| KXNORW           | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 46 /r ]               | FUTURE               |
| KXORB            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w0 47 /r ]            | FUTURE               |
| KXORD            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.66.0f.w1 47 /r ]            | FUTURE               |
| KXORQ            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w1 47 /r ]               | FUTURE               |
| KXORW            | kreg,kreg,kreg                 | [rvm: vex.nds.l1.0f.w0 47 /r ]               | FUTURE               |

AVX-512
-------------------------------------------------------------------------------------------------------------------------
| VADDPD            | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 58 /r ]          | AVX512VL,AVX512          |
| VADDPD            | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 58 /r ]          | AVX512VL,AVX512          |
| VADDPD            | zmmreg^mask^z,zmmreg*,zmmrm512^b64^er       | [rvm:fv: evex.nds.512.66.0f.w1 58 /r ]          | AVX512                   |
| VADDPS            | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 58 /r ]             | AVX512VL,AVX512          |
| VADDPS            | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 58 /r ]             | AVX512VL,AVX512          |
| VADDPS            | zmmreg^mask^z,zmmreg*,zmmrm512^b32^er       | [rvm:fv: evex.nds.512.0f.w0 58 /r ]             | AVX512                   |
| VADDSD            | xmmreg^mask^z,xmmreg*,xmmrm64^er            | [rvm:t1s: evex.nds.128.f2.0f.w1 58 /r ]         | AVX512                   |
| VADDSS            | xmmreg^mask^z,xmmreg*,xmmrm32^er            | [rvm:t1s: evex.nds.128.f3.0f.w0 58 /r ]         | AVX512                   |
| VALIGND           | xmmreg^mask^z,xmmreg*,xmmrm128^b32,imm8     | [rvmi:fv: evex.nds.128.66.0f3a.w0 03 /r ib ]    | AVX512VL,AVX512          |
| VALIGND           | ymmreg^mask^z,ymmreg*,ymmrm256^b32,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w0 03 /r ib ]    | AVX512VL,AVX512          |
| VALIGND           | zmmreg^mask^z,zmmreg*,zmmrm512^b32,imm8     | [rvmi:fv: evex.nds.512.66.0f3a.w0 03 /r ib ]    | AVX512                   |
| VALIGNQ           | xmmreg^mask^z,xmmreg*,xmmrm128^b64,imm8     | [rvmi:fv: evex.nds.128.66.0f3a.w1 03 /r ib ]    | AVX512VL,AVX512          |
| VALIGNQ           | ymmreg^mask^z,ymmreg*,ymmrm256^b64,imm8     | [rvmi:fv: evex.nds.256.66.0f3a.w1 03 /r ib ]    | AVX512VL,AVX512          |
| VALIGNQ           | zmmreg^mask^z,zmmreg*,zmmrm512^b64,imm8     | [rvmi:fv: evex.nds.512.66.0f3a.w1 03 /r ib ]    | AVX512                   |
| VANDNPD           | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 55 /r ]          | AVX512VL,AVX512DQ        |
| VANDNPD           | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 55 /r ]          | AVX512VL,AVX512DQ        |
| VANDNPD           | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 55 /r ]          | AVX512DQ                 |
| VANDNPS           | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 55 /r ]             | AVX512VL,AVX512DQ        |
| VANDNPS           | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 55 /r ]             | AVX512VL,AVX512DQ        |
| VANDNPS           | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.0f.w0 55 /r ]             | AVX512DQ                 |
| VANDPD            | xmmreg^mask^z,xmmreg*,xmmrm128^b64          | [rvm:fv: evex.nds.128.66.0f.w1 54 /r ]          | AVX512VL,AVX512DQ        |
| VANDPD            | ymmreg^mask^z,ymmreg*,ymmrm256^b64          | [rvm:fv: evex.nds.256.66.0f.w1 54 /r ]          | AVX512VL,AVX512DQ        |
| VANDPD            | zmmreg^mask^z,zmmreg*,zmmrm512^b64          | [rvm:fv: evex.nds.512.66.0f.w1 54 /r ]          | AVX512DQ                 |
| VANDPS            | xmmreg^mask^z,xmmreg*,xmmrm128^b32          | [rvm:fv: evex.nds.128.0f.w0 54 /r ]             | AVX512VL,AVX512DQ        |
| VANDPS            | ymmreg^mask^z,ymmreg*,ymmrm256^b32          | [rvm:fv: evex.nds.256.0f.w0 54 /r ]             | AVX512VL,AVX512DQ        |
| VANDPS            | zmmreg^mask^z,zmmreg*,zmmrm512^b32          | [rvm:fv: evex.nds.512.0f.w0 54 /r ]             | AVX512DQ                 |
| VBLENDMPD         | xmmreg^mask^z,xmmreg,xmmrm128^b64           | [rvm:fv: evex.nds.128.66.0f38.w1 65 /r ]        | AVX512VL,AVX512          |
| VBLENDMPD         | ymmreg^mask^z,ymmreg,ymmrm256^b64           | [rvm:fv: evex.nds.256.66.0f38.w1 65 /r ]        | AVX512VL,AVX512          |
| VBLENDMPD         | zmmreg^mask^z,zmmreg,zmmrm512^b64           | [rvm:fv: evex.nds.512.66.0f38.w1 65 /r ]        | AVX512                   |
| VBLENDMPS         | xmmreg^mask^z,xmmreg,xmmrm128^b32           | [rvm:fv: evex.nds.128.66.0f38.w0 65 /r ]        | AVX512VL,AVX512          |
| VBLENDMPS         | ymmreg^mask^z,ymmreg,ymmrm256^b32           | [rvm:fv: evex.nds.256.66.0f38.w0 65 /r ]        | AVX512VL,AVX512          |
| VBLENDMPS         | zmmreg^mask^z,zmmreg,zmmrm512^b32           | [rvm:fv: evex.nds.512.66.0f38.w0 65 /r ]        | AVX512                   |
| VBROADCASTF32X2   | ymmreg^mask^z,xmmrm64                       | [rm:t2: evex.256.66.0f38.w0 19 /r ]             | AVX512VL,AVX512DQ        |
| VBROADCASTF32X2   | zmmreg^mask^z,xmmrm64                       | [rm:t2: evex.512.66.0f38.w0 19 /r ]             | AVX512DQ                 |
| VBROADCASTF32X4   | ymmreg^mask^z,mem128                        | [rm:t4: evex.256.66.0f38.w0 1a /r ]             | AVX512VL,AVX512          |
| VBROADCASTF32X4   | zmmreg^mask^z,mem128                        | [rm:t4: evex.512.66.0f38.w0 1a /r ]             | AVX512                   |
| VBROADCASTF32X8   | zmmreg^mask^z,mem256                        | [rm:t8: evex.512.66.0f38.w0 1b /r ]             | AVX512DQ                 |
| VBROADCASTF64X2   | ymmreg^mask^z,mem128                        | [rm:t2: evex.256.66.0f38.w1 1a /r ]             | AVX512VL,AVX512DQ        |
| VBROADCASTF64X2   | zmmreg^mask^z,mem128                        | [rm:t2: evex.512.66.0f38.w1 1a /r ]             | AVX512DQ                 |
| VBROADCASTF64X4   | zmmreg^mask^z,mem256                        | [rm:t4: evex.512.66.0f38.w1 1b /r ]             | AVX512                   |
| VBROADCASTI32X2   | xmmreg^mask^z,xmmrm64                       | [rm:t2: evex.128.66.0f38.w0 59 /r ]             | AVX512VL,AVX512DQ        |
| VBROADCASTI32X2   | ymmreg^mask^z,xmmrm64                       | [rm:t2: evex.256.66.0f38.w0 59 /r ]             | AVX512VL,AVX512DQ        |
| VBROADCASTI32X2   | zmmreg^mask^z,xmmrm64                       | [rm:t2: evex.512.66.0f38.w0 59 /r ]             | AVX512DQ                 |
| VBROADCASTI32X4   | ymmreg^mask^z,mem128                        | [rm:t4: evex.256.66.0f38.w0 5a /r ]             | AVX512VL,AVX512          |
| VBROADCASTI32X4   | zmmreg^mask^z,mem128                        | [rm:t4: evex.512.66.0f38.w0 5a /r ]             | AVX512                   |
